,ST_NUM,Street Name,Street Suffix,Zipcode,PTYPE,Owner,Property Value,Year Built,Year Remodeled
3828,   ,DAMRELL,ST,2127.0,310,DAMRELL HOLDINGS LLC,79450,0.0,
3829,   ,DAMRELL,ST,2127.0,310,DAMRELL HOLDINGS LLC,488777,1960.0,
3830,   ,DAMRELL,ST,2127.0,310,DAMRELL HOLDINGS LLC,79450,0.0,
3831,   ,DAMRELL,ST,2127.0,310,DAMRELL HOLDINGS LLC,13348,0.0,
3832,69 83,DAMRELL,ST,2127.0,317,TWO-35 OCOLONY LLC,1183500,1923.0,
3833,89  ,DAMRELL,ST,2127.0,320,GJD REALTY LLC,951500,1923.0,2004.0
3834,185 215,OLD COLONY,AV,2127.0,340,IRON WORKERS UNION LOCAL 7,351000,0.0,
3835,48 38,DAMRELL,ST,2127.0,400,SIX 68 ENTERPRISES LLC,3746000,1915.0,2008.0
3836,24 34,DAMRELL,ST,2127.0,401,DAMRELL PROPERTIES LLC,7491500,1899.0,2016.0
3837,163  ,OLD COLONY,AV,2127.0,340,HUANG WESLEY WEI,1182000,1965.0,2010.0
3838,171  ,OLD COLONY,AV,2127.0,440,SIX 68 ENTERPRISES LLC,146000,0.0,
3839,175  ,OLD COLONY,AV,2127.0,332,RASH ANTHONY,145500,1930.0,2000.0
3840,159  ,OLD COLONY,AV,2127.0,320,REIN PETER TS,396500,1929.0,1988.0
3841,12 18,EWER,ST,2127.0,317,MARR SCAFFOLDING COMPANY,346535,2006.0,
3842,   ,EWER,ST,2127.0,316,MARR SCAFFOLDING CO,448210,1940.0,1975.0
3843,   ,EWER,ST,2127.0,316,MARR SCAFFOLDING CO,448210,1986.0,1986.0
3844,10  ,DAMRELL,ST,2127.0,316,MANSOUR RAMON M TS,545500,1899.0,1980.0
3845,8  ,DAMRELL,ST,2127.0,343,MARR DANIEL * SON CO,1203500,1970.0,1999.0
3846,436  ,DORCHESTER,AV,2127.0,343,MARR SCAFFOLDING CO,1242500,,
3847,27 R27,D,ST,2127.0,317,MARR SCAFFOLDING COMPANY,810836,1940.0,
3848,27 R27,D,ST,2127.0,317,MARR SCAFFOLDING COMPANY,810836,1940.0,
3849,41 47,D,ST,2127.0,317,MARR SCAFFOLDING CO,726418,1930.0,
3850,49 51,D,ST,2127.0,407,FINNERAN THOMAS H JR TRST,876000,1929.0,2002.0
3851,151  ,OLD COLONY,AV,2127.0,333,HESS RETAIL STORES LLC,1529400,1899.0,2003.0
3852,412 416,DORCHESTER,AV,2127.0,405,MARR SCAFFOLDING CO,1194000,1930.0,
3853,408 410,DORCHESTER,AV,2127.0,344,DOT SQUARE REALTY TRUST,386500,1899.0,1964.0
3854,404  ,DORCHESTER,AV,2127.0,407,DORCHESTER AVENUE ,409000,1964.0,2013.0
3855,400  ,DORCHESTER,AV,2127.0,414,EXARCHOS DIMITRIOS    TS,728400,1964.0,1993.0
3856,376 384,DORCHESTER,AV,2127.0,316,DEACON TRANSPORTATION INC,3623500,1998.0,
3857,376 384,DORCHESTER,AV,2127.0,316,DEACON TRANSPORTATION INC,3623500,1899.0,1998.0
3858,370  ,DORCHESTER,AV,2127.0,403,GALATIS WILLIAM P TS,2920500,1997.0,
3859,332  ,DORCHESTER,AV,2127.0,312,BOLD COLONY LLC,1140713,1930.0,2001.0
3860,320  ,DORCHESTER,AV,2127.0,312,BOLD COLONY LLC,870526,1930.0,2001.0
3861,326 330,DORCHESTER,AV,2127.0,312,BOLD COLONY LLC,4480313,1930.0,2001.0
3862,75  ,OLD COLONY,AV,2127.0,328,GALATIS WILLIAM P TS,539500,1997.0,1997.0
3863,135  ,OLD COLONY,AV,2127.0,312,COLONY STORAGE GROUP CORP,3752500,1900.0,1993.0
3864,30  ,D,ST,2127.0,317,THIRTY D STREET LLC,600000,1967.0,
3865,99 ,D,ST,2127.0,356,138 OLD COLONY LLC,177500,0.0,
3866,113 115,W NINTH,ST,2127.0,402,144 OLD COLONY REALTY TRUST,532500,1930.0,
3867,152 ,OLD COLONY,AV,2127.0,357,IATSE LOCAL 11 BUILDING,589500,0.0,
3868,190  ,OLD COLONY,AV,2127.0,317,ONE-90 OLD COLONY LLC,447000,1930.0,
3869,200 204,OLD COLONY,AV,2127.0,351,JOKAM LLC,1630000,1920.0,2008.0
3870,15  ,GUSTIN,ST,2127.0,320,LISA REALTY TRUST II,709500,1945.0,2008.0
3871,212  ,OLD COLONY,AV,2127.0,340,ODAY ROBERT M TS,609500,1940.0,2001.0
3872,277  ,DORCHESTER,ST,2127.0,320,SILVERMAN GENE,168000,1965.0,
3873,289 A289,DORCHESTER,ST,2127.0,329,LOVETT JOHN R TS,344000,1940.0,2010.0
3874,240  ,OLD COLONY,AV,2127.0,320,TWO-40 OCOLONY LLC,644000,1972.0,2006.0
3875,249  ,DORCHESTER,ST,2127.0,311,STORK LLC,212000,1930.0,1980.0
3876,   ,W NINTH,ST,2127.0,332,PICKUP MICHAEL,106400,1920.0,
3877,187  ,E,ST,2127.0,320,187 E STREET LLC,321000,1915.0,1996.0
3878,256 236,DORCHESTER,ST,2127.0,319,RASHIDE LLC,1733500,1929.0,1995.0
3879,267  ,OLD COLONY,AV,2127.0,320,MINOT COLONY REALTY LLC,1189500,1989.0,2012.0
3880,275 ,OLD COLONY,AV,2127.0,356,CABOT  RESIDENTIAL  INC,104500,0.0,
3881,275 ,OLD COLONY,AV,2127.0,356,CABOT  RESIDENTIAL  INC,157500,0.0,
3882,283  ,OLD COLONY,AV,2127.0,326,283 OLD COLONY LLC,146500,1920.0,
3883,309 - 325,OLD COLONY,AV,2127.0,319,309 OLD COLONY RLTY TR LLC,1289500,1929.0,2007.0
3884,295  ,OLD COLONY,AV,2127.0,320,TWO 95 OLD COLONY REALTY LLC,548000,1940.0,1990.0
3885,390 390A,DORCHESTER,ST,2127.0,320,BOUXMAN MARTIN,217500,1930.0,1994.0
3886,30  ,PREBLE,ST,2127.0,320,SNAPLAND LLC,107500,1940.0,1999.0
3887,6  ,GEN WM H DEVINE,WY,2127.0,332,SOUTH BOSTON AUTO TECH INC,79100,1930.0,
3888,608  ,DORCHESTER,AV,2127.0,357,STELLA JAMES TS,189000,0.0,
3889,598 600,DORCHESTER,AV,2127.0,358,TEN ANDREW SQUARE REALTY LLC,220500,0.0,
3890,598 600,DORCHESTER,AV,2127.0,358,TEN ADNREW SQUARE REALTY LLC,262500,0.0,
3891,44 40,GEN WM H DEVINE,WY,2127.0,316,PHU JASON TS,206000,1935.0,
3892,36 38,GEN WM H DEVINE,WY,2127.0,316,ZIADLOU MOSLAFA TS,158000,1935.0,
3893,43  ,PREBLE,ST,2127.0,332,MAROIS ARMAND,140000,1950.0,
3894,69 73,PREBLE,ST,2127.0,331,OBRIEN PAUL E TS,222000,1970.0,
3895,239  ,DORCHESTER,ST,2127.0,358,CARROLL BERNADETTE TS,145500,0.0,
3896,215  ,TUDOR,ST,2127.0,317,ILACQUA ANTHONY J  JR,179000,1932.0,
3897,   ,TUDOR,ST,2127.0,337,ILACQUA ANTHONY J  JR,77200,0.0,
3898,219  ,TUDOR,ST,2127.0,337,CASPER JOSEPH W,20600,0.0,
3899,   ,W SEVENTH,ST,2127.0,337,CASPER JOSEPH W & SON,59500,0.0,
3900,204 206,W SEVENTH,ST,2127.0,332,ILACQUA  ANTHONY J   JR,528100,1932.0,
3901,143 145,DORCHESTER,ST,2127.0,311,CHEN CHUNG JEN TS,326000,1945.0,1980.0
3902,19 ,KNOWLTON,ST,2127.0,357,EAST EIGHTH STREET LLC,346000,0.0,
3903,367  ,E EIGHTH,ST,2127.0,329,BAYSIDE CLUB INC,1174000,1910.0,1998.0
3904,388  ,E EIGHTH,ST,2127.0,344,STAND HOLDINGS LLC,1835000,1955.0,1988.0
3905,6  ,DOUGLAS,ST,2127.0,336,NORTON MICHAEL,106500,1910.0,1990.0
3906,472  ,E EIGHTH,ST,2127.0,356,472 EAST EIGHTH STREET TRUST,404000,0.0,
3907,168  ,H,ST,2127.0,353,DOHERTY SHAUN M,417000,1899.0,
3908,656 -658,E EIGHTH,ST,2127.0,356,WOODS JOHN F,396500,0.0,
3909,1793 1805,COLUMBIA,RD,2127.0,384,BOSTON HARBOR YACHT CLB,1064900,1899.0,
3910,1793 1805,COLUMBIA,RD,2127.0,384,BOSTON HARBOR YACHT CLB,1064900,1940.0,
3911,1819  ,COLUMBIA,RD,2127.0,353,PURITAN CANOE CLUB,558100,1930.0,
3912,1825  ,COLUMBIA,RD,2127.0,384,COLUMBIA YACHT CLUB,1105100,1955.0,
3913,1825  ,COLUMBIA,RD,2127.0,384,COLUMBIA YACHT CLUB,1105100,1955.0,
3914,1849  ,COLUMBIA,RD,2127.0,384,SOUTH BOSTON YACHT CLUB,1401400,1899.0,
3915,750 ,DORCHESTER,AV,2125.0,356,NERCC HEADQUARTERS LLC,5478500,2010.0,2016.0
3916,149  ,BUTTONWOOD,ST,2127.0,465,HOEFFER RICHARD G,1451500,1940.0,1992.0
3917,   ,WASHINGTON,AV,2125.0,465,ZINE PAUL A TRST,368000,0.0,
3918,50  ,VON HILLERN,ST,2125.0,316,ZINE PAUL A,2367000,1987.0,1999.0
3919,66  ,VON HILLERN,ST,2125.0,316,ZINE PAUL A TRST,1847500,1910.0,2006.0
3920,70  ,VON HILLERN,ST,2125.0,317,KULESZA DENNIS TS,250000,1930.0,
3921,71  ,VON HILLERN,ST,2125.0,316,TREGONING WILLIAM L TRSTS,3860000,1900.0,2009.0
3922, ,MT VERNON,ST,2125.0,465,CLEAR CHANNEL,1172500,,
3923,826  ,DORCHESTER,AV,2125.0,336,GEORGE DOUGLAS,61000,1900.0,1990.0
3924,135  ,BUTTONWOOD,ST,2125.0,317,CONNOLLY JOHN N,565500,1940.0,1981.0
3925,   ,COTTRELL,ST,2125.0,424,BOSTON EDISON CO,466700,1950.0,
3926,   ,COTTRELL,ST,2125.0,465,O'SULLIVAN JOAN G    TS,343000,0.0,
3927,874 870,DORCHESTER,AV,2125.0,334,PAGOUNIS STRATTON,665500,1989.0,2006.0
3928,626  ,DORCHESTER,AV,2127.0,320,TRAN ANNA,577500,1940.0,
3929, ,DORCHESTER,AV,2127.0,465,CLEAR CHANNEL OUTDOOR,49000,,
3930,885  ,DORCHESTER,AV,2125.0,332,NGUYEN TAI VAN,57300,1940.0,1992.0
3931,889 ,DORCHESTER,AV,2125.0,357,PHAM TUYET TRAN,415500,0.0,
3932,889 ,DORCHESTER,AV,2125.0,357,HUANG IRENE S,269500,0.0,
3933,256  ,BOSTON,ST,2125.0,328,P G B ASSOCS INC,378500,1970.0,2012.0
3934,198 214,BOSTON,ST,2125.0,320,KAPLAN JOEL,639000,1920.0,1991.0
3935,1  ,MT VERNON,ST,2125.0,316,ANTON CHRIST P,778500,1910.0,
3936,116  ,BOSTON,ST,2125.0,320,MORRIS ALINA,221000,1984.0,1994.0
3937,82 84,BOSTON,ST,2125.0,353,POLISH AM CIT CLUB OF SO BOS,498000,1930.0,
3938,675 ,DORCHESTER,AV,2125.0,465,CLEAR CHANNEL OUTDOOR,452500,,
3939,2 6,BOSTON,ST,2127.0,331,MCCARTHY ROBERT J TS,308000,1986.0,
3940,609 611,DORCHESTER,AV,2127.0,357,FAMILY HOUSE LLC,246000,0.0,
3941,1 5,BOSTON,ST,2127.0,341,MT WASHINGTON COOPERATIVE,636239,2002.0,
3942,23 25,BOSTON,ST,2127.0,317,VRAPI VALBONA TS,94000,1910.0,
3943,52 56,ELLERY,ST,2127.0,317,VRAPI VALBONA TS,469000,1910.0,
3944,6  ,ELLERY,CT,2127.0,337,DONOVAN GREGG A,167600,0.0,
3945,483  ,SOUTHAMPTON,ST,2127.0,342,ROGERSON PAULA A,207500,1930.0,2003.0
3946,493 495H,SOUTHAMPTON,ST,2127.0,337,MT WASHINGTON COOPERATIVE,170761,0.0,
3947,45  ,ELLERY,ST,2127.0,424,BOSTON EDISON CO,4029400,1992.0,
3948, ,SOUTHAMPTON,ST,2125.0,465,CLEAR  CHANNEL OUTDOOR  INC,97500,,
3949,65 R,BOSTON,ST,2125.0,319,SIXTY-5 REALTY VENTURES  LLC,3761000,2009.0,2009.0
3950,83 105,BOSTON,ST,2125.0,312,FORTRESS-BOSTON CORPORATION,8459000,1988.0,
3951,69 R,BOSTON,ST,2125.0,300,"SERT LOT 13 LLC",18405500,1967.0,2010.0
3952,   ,BOSTON,ST,2125.0,300,BANQUER ELINOR  TS,17717556,2004.0,
3953,111  ,BOSTON,ST,2125.0,407,FALVEY DANIEL J,582500,1920.0,
3954,115 121,BOSTON,ST,2125.0,407,115 BOSTON STREET LLC,764500,1920.0,2013.0
3955,5  ,W HOWELL,ST,2125.0,407,ONE-15 BOSTON STREET LLC,387000,1960.0,
3956,25 ,W HOWELL,ST,2125.0,335,R & D HOWELL  LLC,884000,1964.0,2006.0
3957,24  ,W BELLFLOWER,ST,2125.0,318,M F FOLEY CO INC,1519000,1960.0,
3958,8  ,W BELLFLOWER,ST,2125.0,332,YAN CHUNG H TS,273300,1950.0,2005.0
3959,173  ,BOSTON,ST,2125.0,343,BASS REALTY LLC,1914000,1940.0,2015.0
3960,15  ,ENTERPRISE,ST,2125.0,332,BASS REALTY LLC,2151000,1950.0,1999.0
3961,   ,ENTERPRISE,ST,2125.0,332,MARR DANIEL F TS,745698,1968.0,2014.0
3962,   ,BAKER,CT,2125.0,336,ALLSTATE ROAD (EDENS) LLC,806356,0.0,
3963,20  ,BAKER,CT,2125.0,336,ALLSTATE ROAD  (EDENS) LLC,505804,1910.0,0.0
3964,85  ,WILLOW,CT,2125.0,320,INCOME  SOURCE  LLC,71000,1920.0,1992.0
3965,93  ,WILLOW,CT,2125.0,332,INCOME  SOURCE  LLC,170500,1930.0,2001.0
3966,95  ,ALLSTATE,RD,2125.0,336,ALLSTATE ROAD (EDENS) LLC,13350306,2017.0,
3967,101  ,ALLSTATE,RD,2125.0,362,ALLSTATE ROAD (EDENS) LLC,5939000,2017.0,
3968,   ,MASSACHUSETTS,AV,2125.0,341,SOUTH BAY (E&A) LLC,1535000,2005.0,2016.0
3969, ,MASSACHUSETTS,AV,2125.0,465,CLEAR  CHANNEL OUTDOOR  INC,3828500,,
3970,7  ,ALLSTATE,RD,2125.0,321,TARGET CORPORATION,27866500,1993.0,2016.0
3971,14  ,ALLSTATE,RD,2125.0,322,E&A NORTHEAST LP,10702000,1993.0,2015.0
3972,1 -8,ALLSTATE,RD,2125.0,322,E&A NORTHEAST  LP,37864000,1993.0,2006.0
3973,1100 -1102,MASSACHUSETTS,AV,2125.0,323,SOUTH BAY (E&A) LLC,23449000,2006.0,
3974,1100 -1102,MASSACHUSETTS,AV,2125.0,323,SOUTH BAY (E&A) LLC,23449000,2006.0,
3975,1100 -1102,MASSACHUSETTS,AV,2125.0,323,SOUTH BAY (E&A) LLC,23449000,2005.0,2013.0
3976,5  ,ALLSTATE,RD,2125.0,321,HD DEVELOPMENT OF MARYLAND I,23799500,1998.0,
3977,88 90,WILLOW,CT,2125.0,317,LYONS CYNTHIA A,186500,1900.0,2001.0
3978,78  ,WILLOW,CT,2125.0,317,KASHETOKA CORP,353500,1978.0,
3979,1190  ,MASSACHUSETTS,AV,2125.0,320,ELEVEN-90 MASS  AVE  LLC,1158500,1970.0,2001.0
3980,1180  ,MASSACHUSETTS,AV,2125.0,317,MORRIS ROBERT H,290000,1910.0,
3981,1176  ,MASSACHUSETTS,AV,2125.0,332,VOLPE LUCIAND TRST,261500,1920.0,
3982,1170  ,MASSACHUSETTS,AV,2125.0,317,1170 MASS AVE LLC,281000,1965.0,
3983,   ,ALLSTATE,RD,2125.0,440,1170 MASS AVE LLC,40400,0.0,
3984,209 215,BOSTON,ST,2125.0,332,FEDERICO PAUL TS,532700,1940.0,2007.0
3985,79  ,CLAPP,ST,2125.0,320,WGI HOLDINGS LLC,647037,1920.0,2009.0
3986,76  ,CLAPP,ST,2125.0,332,OLEFSKY LARRY ETAL,302900,1950.0,
3987,   ,CLAPP,ST,2125.0,316,CARUSO PROPERTIES LLC,490000,2006.0,
3988,22 24,CLAPP,ST,2125.0,402,CLAPP STREET PROPERTIES LLC,274500,1935.0,1980.0
3989,16  ,CLAPP,ST,2125.0,317,CLAPP STREET  PROPERTIES LLC,115500,1940.0,
3990,1284 1300,MASSACHUSETTS,AV,2125.0,326,HERATY JOHN TRST,698000,1945.0,2013.0
3991,1252  ,MASSACHUSETTS,AV,2125.0,343,NEVILLE RICHARD S TS,963500,2006.0,
3992,1246  ,MASSACHUSETTS,AV,2125.0,405,1246  MASS  AVE  LLC,2894000,1920.0,2016.0
3993,1230 -1244,MASSACHUSETTS,AV,2125.0,343,LOCAL #12 UNITED ASSN OF,3261000,1940.0,2002.0
3994,1228  ,MASSACHUSETTS,AV,2125.0,332,LOCAL #12 UNITED ASSN OF,380400,1940.0,1992.0
3995, ,MASSACHUSETTS,AV,2125.0,465,CLEAR  CHANNEL OUTDOOR  INC,97500,,
3996,1165  ,MASSACHUSETTS,AV,2125.0,402,BOSTON EDISON COMPANY,20968500,1983.0,2016.0
3997,1165  ,MASSACHUSETTS,AV,2125.0,402,BOSTON EDISON COMPANY,20968500,1983.0,
3998,1165  ,MASSACHUSETTS,AV,2125.0,402,BOSTON EDISON COMPANY,20968500,1983.0,
3999,1269  ,MASSACHUSETTS,AV,2125.0,326,CHIUCCARIELLO MARIO,325500,1930.0,1994.0
4000,120  ,E COTTAGE,ST,2125.0,316,SG NATIONAL LLC,3280000,1979.0,1990.0
4001,316 318,NORFOLK,AV,2125.0,336,POLLINI DIANA J,202000,1930.0,
4002,316 318,NORFOLK,AV,2125.0,336,POLLINI DIANA J,202000,1930.0,1990.0
4003,309  ,NORFOLK,AV,2125.0,317,INTERSTATE UNIFORM SERV,186124,1996.0,
4004,   ,NORFOLK,AV,2125.0,332,4  JEROME  LLC,133300,1899.0,1978.0
4005,80 82,E COTTAGE,ST,2125.0,310,INTERSTATE UNIFORM SERVICES,696920,1930.0,2013.0
4006,78  ,E COTTAGE,ST,2125.0,310,INTERSTATE INDUSTRIAL RENTAL,84260,,
4007,74  ,E COTTAGE,ST,2125.0,310,INTERSTATE INDUSTRL UNIFORM,132258,,
4008,   ,E COTTAGE,ST,2125.0,310,NATNL OVRLL DRY CLNG CO,775520,,
4009,81  ,E COTTAGE,ST,2125.0,332,DIAMOND 98 LLC,882000,1945.0,2005.0
4010,83 99,E COTTAGE,ST,2125.0,316,DIAMOND 98 LLC,2535000,1930.0,2003.0
4011,11 13,HUMPHREYS,ST,2125.0,369,HUMPHREYS ST STUDIO LLC,730220,1899.0,
4012,11 13,HUMPHREYS,ST,2125.0,369,HUMPHREYS ST STUDIO LLC,730220,1899.0,2006.0
4013,   ,HILLSBORO,ST,2125.0,405,HUMPHREYS ST STUDIO LLC,177886,0.0,
4014,   ,HILLSBORO,ST,2125.0,405,HUMPHREYS ST STUDIO LLC,183893,0.0,
4015,   ,HARROW,ST,2125.0,317,PIERPONT ALEXANDER T,76500,1920.0,
4016,55  ,HUMPHREYS,ST,2125.0,316,LEON FAMILY LLC,1096600,1899.0,
4017,117  ,E COTTAGE,ST,2125.0,440,HA MING,21700,0.0,
4018,45  ,ELDER,ST,2125.0,336,KILEY DAVID J,91500,1915.0,1990.0
4019,6  ,HUMPHREYS,ST,2125.0,340,HA MING,301500,1940.0,1997.0
4020,19 ,RAMSEY,ST,2125.0,357,BYRNE SEAN T TS,92000,0.0,
4021,612 -618,COLUMBIA,RD,2125.0,357,UPHAMS CORNER MARKETPLACE LP,807000,0.0,
4022,612 -618,COLUMBIA,RD,2125.0,357,AVALON DANILO,307000,0.0,
4023,598  ,COLUMBIA,RD,2125.0,357,PIERCE PROPERTY LPS,503000,0.0,
4024,750 756,DUDLEY,ST,2125.0,319,750 DUDLEY ST LLC,800500,1940.0,2002.0
4025,744 748,DUDLEY,ST,2125.0,319,YANG-CHAN YONG KUAN,951500,1940.0,2016.0
4026,598  ,COLUMBIA,RD,2125.0,358,PIERCE PROPERTY LPS,193500,0.0,
4027, ,BELDEN,SQ,2125.0,337,DUDLEY STREET LLC,576352,0.0,
4028,   ,RAMSEY,ST,2125.0,320,DUDLEY STREET LLC,1016489,0.0,
4029,780 784,DUDLEY,ST,2125.0,320,DUDLEY STREET LLC,855732,1920.0,2007.0
4030,778 A778,DUDLEY,ST,2125.0,320,DUDLEY STREET LLC,619302,0.0,
4031,776 A776,DUDLEY,ST,2125.0,320,DUDLEY STREET LLC,450773,0.0,
4032,774 774A,DUDLEY,ST,2125.0,319,UPHAMS CORNER LLC,249470,1900.0,2015.0
4033,772 A772,DUDLEY,ST,2125.0,319,UPHAMS CORNER LLC,233530,1900.0,2002.0
4034,764 770,DUDLEY,ST,2125.0,319,ELIAS MAZHER,759000,1910.0,1992.0
4035,1  ,BELDEN,SQ,2125.0,337,DUDLEY STREET LLC,572261,0.0,
4036,613 617,COLUMBIA,RD,2125.0,316,CAMPEDELLI JOSEPH J TRSTS,616585,1935.0,
4037,619  ,COLUMBIA,RD,2125.0,332,REAL ESTATE BOSTON LLC,327600,1979.0,
4038,   ,COLUMBIA,RD,2125.0,336,CURRAN THOMAS I,136500,1920.0,1990.0
4039,695 707,COLUMBIA,RD,2125.0,328,D E FOODS LLC,652000,1970.0,2013.0
4040,187  ,E COTTAGE,ST,2125.0,325,MATTHEW JASPER GEORGE,1040500,1899.0,2013.0
4041,554 A,DUDLEY,ST,2125.0,326,ANDRADE MARIA,118500,1920.0,
4042,534 A534,DUDLEY,ST,2119.0,320,FIVE-34- 534A DUDLEY ST LLC,182500,1940.0,1985.0
4043,512 -520,DUDLEY,ST,2119.0,340,DUDLEY ECONOMIC EMPOWERMENT,155000,0.0,
4044,61 -67,SHIRLEY,ST,2119.0,316,EYE REALTY LLC,1085500,2001.0,
4045,69 R,SHIRLEY,ST,2119.0,320,EYE REALTY LLC,870000,1915.0,2009.0
4046,69  ,SHIRLEY,ST,2119.0,316,EYE REALTY LLC,1500000,1899.0,2001.0
4047,79  ,SHIRLEY,ST,2119.0,317,WHALL WILLIAM F TRST,449000,1910.0,1980.0
4048,97  ,SHIRLEY,ST,2119.0,343,97  SHIRLEY  STRET  LLC,191000,1920.0,2015.0
4049,197  ,NORFOLK,AV,2119.0,343,NORFOLK AV-SHIRLEY ST LLC,407500,1899.0,
4050,199 215,NORFOLK,AV,2119.0,316,NORFOLK AVE-SHIRLEY ST LLC,1215500,1925.0,2016.0
4051,   ,NORFOLK,AV,2119.0,317,WHALL WILLIAM TRSTS,646000,2006.0,
4052,20 22,CLIFTON,ST,2119.0,325,PONTES JOSE H,133500,1930.0,2003.0
4053,53  ,BURRELL,ST,2119.0,336,RUFUS ROSCOE LLC,56000,1924.0,1990.0
4054,61  ,BURRELL,ST,2119.0,332,DEBARROS JOAO ETAL,68100,1930.0,1990.0
4055,17  ,ROBEY,ST,2119.0,407,RODRIGUEZ  LISSETTE,442000,1900.0,
4056,21 27,BATCHELDER,ST,2119.0,402,AMER AIR CONDITIONING CO,313000,1900.0,
4057,262 270A,NORFOLK,AV,2119.0,332,DOREY FUEL CO INC,434400,1900.0,
4058,13  ,SHETLAND,ST,2119.0,353,SHETLAND STREET LLC,288106,1920.0,1975.0
4059,17 47,SHETLAND,ST,2119.0,332,RYDER TRUCK RENTAL INC,1616500,1978.0,2001.0
4060,201  ,SHIRLEY,ST,2119.0,341,METRO CREDIT UNION,3596500,2010.0,
4061,24  ,SHETLAND,ST,2119.0,332,COHEN SASSON,260500,1950.0,
4062,143  ,SHIRLEY,ST,2119.0,318,ZACHARY HAROUTUNIAN LLC,735500,1952.0,
4063,145  ,SHIRLEY,ST,2119.0,407,CRAM RONALD N,262000,1952.0,
4064,176  ,NORFOLK,AV,2119.0,340,DJP LLC,497500,1910.0,2000.0
4065,140 150,SHIRLEY,ST,2119.0,402,BILT RITE CONSTRUCTION INC,618500,1950.0,1988.0
4066,1033  ,MASSACHUSETTS,AV,2118.0,320,TEN-33 MASS AVE ASSOC LLC,3680500,1930.0,2008.0
4067,75  ,PROCTOR,ST,2119.0,316,BLOOM ARNOLD TRSTS,1663000,1973.0,
4068,57  ,MAGAZINE,ST,2119.0,317,CEDRIC STREET LLC,560500,1986.0,
4069,   ,MAGAZINE,ST,2199.0,424,BOSTON EDISON COMPANY,72300,0.0,
4070,169 171,NORFOLK,AV,2119.0,404,PERRONCELLO JOSEPH F TS,2770000,1910.0,2015.0
4071,173 A,NORFOLK,AV,2119.0,407,BOUCHIER OLIVER,703000,1925.0,
4072,   ,CEDRIC,ST,2119.0,316,LASALLE REALTY LLC,774430,2002.0,
4073,   ,CEDRIC,ST,2119.0,316,RAIMONDI ROBERT A SR TS,336496,2006.0,2010.0
4074,173 B,NORFOLK,AV,2119.0,401,173 NORFOLK AVENUE LLC,779000,1960.0,
4075,47  ,LANGDON,ST,2119.0,332,LOCURTO ANGELO TS,282500,1915.0,1988.0
4076,   ,LANGDON,ST,2119.0,316,SOLUTEK CORPORATION,582500,1984.0,
4077,63  ,LANGDON,ST,2119.0,316,SOLUTEK CORP,570000,1899.0,
4078,94 96,SHIRLEY,ST,2119.0,400,SOLUTEK CORP MASS CORP,686000,1972.0,1985.0
4079,76  ,SHIRLEY,ST,2119.0,316,BYDA JOHN TS,671031,1960.0,
4080,442 438,DUDLEY,ST,2119.0,325,TEIXEIRA PEDRO TS,471500,1920.0,1978.0
4081,   ,EUSTIS,ST,2119.0,313,GH ROXBURY REALTY LLC,1092994,1935.0,2004.0
4082,   ,GEORGE,ST,2119.0,316,GH ROXBURY REALTY LLC,1025489,2003.0,
4083,   ,GEORGE,ST,2119.0,316,GH ROXBURY REALTY LLC,1025489,2003.0,
4084,31  ,GEORGE,ST,2119.0,316,GH ROXBURY REALTY LLC,443772,2003.0,
4085,39  ,GEORGE,ST,2119.0,440,GH ROXBURY REALTY LLC,143228,0.0,
4086,   ,GEORGE,ST,2119.0,440,GH ROXBURY REALTY LLC,803603,0.0,
4087,61 63,GEORGE,ST,2119.0,440,GH ROXBURY REALTY LLC,84500,0.0,
4088,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,111530,0.0,
4089,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,115639,0.0,
4090,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,159077,0.0,
4091,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,227169,0.0,
4092,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,234800,0.0,
4093,   ,HUBBARD,TE,2119.0,440,GH ROXBURY REALTY LLC,252410,0.0,
4094,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,242431,0.0,
4095,262  ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,252410,0.0,
4096,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,600501,0.0,
4097,   ,EUSTIS,ST,2119.0,440,GH ROXBURY REALTY LLC,164360,0.0,
4098,25 ,HOWARD,ST,2119.0,356,WES  LLC,1601000,0.0,
4099,140 ,HAMPDEN,ST,2119.0,356,SCHEYLER PROPERTIES  LLC,983500,0.0,
4100,   ,HOWARD,ST,2119.0,316,GH ROXBURY REALTY LLC,1066876,2001.0,
4101,   ,HOWARD,ST,2119.0,316,GH ROXBURY REALTY LLC,1066876,1999.0,
4102,   ,HOWARD,ST,2119.0,316,GH ROXBURY REALTY LLC,1066876,2000.0,
4103,   ,HOWARD,ST,2119.0,440,GH ROXBURY REALTY LLC,207108,0.0,
4104,   ,MAGAZINE,ST,2119.0,440,GH ROXBURY REALTY LLC,81760,0.0,
4105,   ,MAGAZINE,ST,2119.0,440,GH ROXBURY REALTY LLC,90022,0.0,
